name,x,y
n_7591,-78.82771331,35.75045967
n_7592,-78.79753667,35.986614
n_7597,-78.50456299,35.7161617
n_7599,-78.65423781,35.90865602
n_7600,-78.71695321,35.9185327
n_7601,-78.57812631,35.92464142
n_7602,-78.62385991,35.90116186
n_7607,-78.56178112,35.82827273
n_7608,-78.57112311,35.85962913
n_7618,-78.63870464,35.52887954
n_7619,-78.82782637,35.09889501
n_7699,-78.91665633,35.02102441
n_7700,-78.79065068,35.11358862
n_7701,-78.8705622,35.12825083
n_7702,-78.89189567,35.1311157
n_7703,-78.91188953,35.14032697
n_7719,-81.54625102,34.28201745
n_7720,-82.10967769,34.90303379
n_7797,-82.99919411,34.99819713
n_7798,-83.1244527,35.23370215
n_8330,-82.29325504,34.30419499
n_8337,-82.77449968,34.34785716
n_89,-79.00086361,33.79091092
n_9412,-80.8859948,35.65992491
n_9413,-77.89280663,34.38587223
n_9414,-80.15679423,36.07175002
n_9418,-77.98043939,34.72284083
n_9419,-77.96275763,34.72448745
n_9426,-79.79150121,33.88426157
n_9439,-77.51520325,34.76259607
n_9440,-77.44701511,34.80333502
n_9441,-77.83029386,34.47476613
n_9453,-77.42781129,34.75745575
n_9454,-77.2247108,34.81279749
n_9455,-77.38438604,34.75938894
n_9456,-77.18151078,34.85181681
n_9457,-77.32838687,34.741827
n_9458,-77.42287481,34.77762344
n_9477,-76.90893309,34.85890064
n_9479,-77.2100033,35.05691845
n_9480,-77.12357521,35.14132869
n_9483,-77.16843407,35.12847771
n_9484,-77.66462832,35.22228696
n_9487,-78.06021536,35.30381499
n_9488,-78.03035168,35.26011125
n_9505,-77.76225451,35.74765401
n_9506,-77.76335418,35.74943563
n_9507,-77.71045738,35.7060931
n_9508,-77.36551146,35.62582366
n_9820,-78.76211279,34.56337389
n_9821,-78.79482345,34.29621427
n_9822,-78.89067823,34.94989315
n_9823,-78.98199615,35.15403242
n_9824,-78.99166511,35.06046559
n_9825,-77.98603025,34.31740613
n_9829,-77.86043334,34.2001152
n_9830,-77.82683389,34.26887755
n_9831,-77.89382013,34.1597443
n_9832,-77.82821234,34.22555284
n_9833,-77.87243314,34.28624738
n_9834,-77.88647708,34.25078002
n_9835,-77.87337011,34.254423
n_9836,-77.63702946,34.78424894
n_9837,-77.69018077,34.39127614
n_9838,-77.50353841,34.79883716
n_9839,-79.38976423,34.20353319
n_9840,-79.14359161,34.24608458
n_9841,-78.99482069,34.27047203
n_9842,-79.36898207,34.19525853
n_9845,-79.66909718,34.58541511
n_9846,-79.43844361,34.76021466
n_9847,-79.67448287,34.59996522
n_9848,-79.54160232,34.67943359
n_9849,-79.29333814,34.55565579
n_9850,-79.09541183,34.59228134
n_9851,-79.03454515,34.56461886
n_9852,-79.39810804,34.74436496
n_9853,-79.41203435,34.31831424
n_9854,-79.38976504,34.40740244
n_9855,-79.74892502,34.23998855
n_9856,-79.43509998,33.71744425
n_9858,-78.0168853,36.07461571
n_9859,-78.39214797,36.28057904
n_9862,-76.78143339,35.37324738
n_9863,-76.87841433,35.29342893
n_9864,-76.80586332,35.14839274
n_9865,-77.42175397,35.61727913
n_9866,-76.83987129,35.14668214
n_9867,-77.11433949,35.15363548
n_9868,-77.11915881,35.47455854
n_9869,-77.97525187,34.82198645
n_9870,-78.09130905,35.00874645
n_9871,-77.98756539,34.88548203
n_9872,-77.97875707,34.81702882
n_9873,-77.69780945,35.24226756
n_9874,-78.27990736,35.05836457
n_9876,-78.10944246,35.18700857
n_9877,-78.60365181,35.31957181
n_9881,-79.53326206,34.802287
n_9882,-79.60693712,33.68732039
n_9883,-79.43839985,33.71626704
n_9884,-79.75320018,33.84483167
n_9885,-78.96903572,34.97850093
n_9886,-79.68480599,34.91053621
n_9887,-79.16912087,34.92991718
n_9892,-79.81546633,33.6647137
n_9893,-79.81375923,33.73058583
n_9898,-79.35738695,33.33191755
n_9900,-78.91560759,33.77532078
n_9901,-78.9625967,33.91050636
n_9902,-79.08054909,33.81465445
n_9903,-79.35457444,33.4049892
n_9904,-79.04429436,33.91453863
n_9905,-78.8527374,33.92993544
n_9906,-79.21528304,33.53609081
n_9907,-78.98971334,33.74815027
n_9908,-79.24578488,33.48314058
n_9909,-79.1174147,33.69363209
n_9910,-79.05955074,33.8600255
n_9926,-80.42193959,34.01639774
n_9927,-80.42837153,33.95862097
n_9928,-80.43956271,34.0427171
n_9929,-79.84365851,34.52273532
n_9930,-80.27320379,33.59730697
n_9937,-80.31937084,34.38859569
n_9938,-80.40210268,34.57691156
n_9939,-80.43936281,34.6309313
n_9940,-80.47719842,34.67175167
n_9941,-79.92442689,34.26830854
n_9942,-80.52113508,34.21188066
n_9943,-80.32401602,33.89765405
n_9945,-80.14399279,34.12032163
n_9946,-80.41803274,33.93316415
n_9947,-80.39046348,33.95309533
n_9948,-80.35954459,33.61810484
n_9950,-80.3930659,33.91249677
n_9955,-80.78493393,34.26495867
n_9961,-81.33094584,34.26710771
n_9962,-81.31578933,34.28924721
n_9967,-81.64905947,34.25231962
n_9968,-81.69772029,33.87217613
n_9969,-81.58894163,34.24687188
n_997,-78.98573284,33.77668501
n_9970,-81.57654428,33.88760135
n_9971,-81.58878065,34.03090428
n_998,-78.96208691,33.7656404
n_9994,-79.45866126,35.2798323
n_9995,-79.1830868,35.46225159
n_10029,-77.15587574,35.73634861
n_10037,-77.29625908,35.80049149
n_18286,-80.39334,33.44546
n_18992,-78.45335,36.5402
n_19634,-77.9550981,34.14726638
n_22421,-78.45352,36.5404
n_22422,-78.45649,36.54251
n_22425,-78.20054861,36.54411416
n_23823,-81.03528413,34.23361335
n_23826,-80.80148461,34.13423758
n_23827,-80.75374011,34.09636755
n_28617,-80.80826722,36.56062123
n_28635,-79.34730157,36.54152099
n_6132,-78.70554449,36.54200898
n_6382,-79.31372135,36.54145631
n_6384,-79.33875586,36.54156232
n_8325,-83.07213,34.50377
n_9956,-81.03954,34.23265
n_10123,-76.637513,35.705215
n_28714,-81.364487,36.303398
n_10048,-77.44042259,36.32368228
n_1048,-82.81919687,34.35646636
n_1060,-82.83444334,34.36520359
n_1061,-82.81267799,34.35139942
n_1063,-84.107,35.106
n_1069,-83.243481,34.618197
n_1081,-83.3412575,34.68127308
n_13478,-80.84711996,34.17068892
n_18137,-82.058,36.086
n_18697,-77.26312171,36.15872131
n_18704,-77.646058,36.480907
n_18990,-77.64397322,36.47978646
n_20980,-77.642195,36.478202
n_22426,-77.5959022,36.43337513
n_22427,-77.5917816,36.43120982
n_22521,-77.63405574,36.46096372
n_23794,-79.85452762,33.4026483
n_23795,-80.13826818,33.4547154
n_23822,-81.09575603,34.21403362
n_28803,-82.111476,33.603926
n_29004,-79.73882139,33.32128777
n_29008,-80.39301217,33.44528043
n_29012,-80.869524,34.182271
n_29022,-80.59020029,33.68476868
n_29953,-77.5532914,36.41681648
n_29970,-77.231557,36.103597
n_30062,-81.00000152,34.24243628
n_31013,-80.15269,33.447926
n_6133,-77.64887545,36.48148985
n_6134,-78.91646082,36.54210084
n_6135,-78.73430988,36.54193844
n_6394,-78.52866168,36.5410793
n_6712,-83.340527,34.680736
n_8318,-82.59478402,34.02309841
n_8320,-82.59524333,34.01506645
n_8324,-82.71719511,34.15025518
n_9890,-80.15035153,33.44832398
n_9891,-79.87767118,33.42457239
n_9911,-79.67849592,33.30544475
n_9912,-79.83622152,33.39074889
n_9913,-79.75592469,33.32961722
n_9914,-79.74066725,33.3219233
n_9933,-80.13954239,33.45388457
n_9934,-80.15082165,33.44815577
n_9949,-80.43715304,33.47837349
n_9951,-80.71930186,34.06899959
n_9963,-81.178293,34.174552
n_9981,-81.70030569,33.82677061
n_9983,-81.66918158,33.81890057
n_9984,-81.78093563,33.84777537
n_9986,-81.78641026,33.84999289
